config,seed,interv_frac,alpha,boost,di_after_monitor,di_priv_after_monitor,efficiency_loss_rel,deviation_rel,efficiency_ok,reverse_ok,reaches_target,admissible,qualifying,selected
uniform bias=0.30 frac=0.10,50,0.1,0.7,1.0891462328955321,0.6218607462768587,1.6080770590314601,-0.005430524050750826,0.0022724487094625176,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,50,0.1,1.0,1.1273517612793318,0.6256525800956202,1.598331137461572,0.0045402576856791756,0.003246355299232171,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,50,0.25,0.3,1.0382055283837994,0.6332362477331428,1.5791894471925714,-0.007246627125022435,0.0024354936443230415,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,50,0.25,0.5,1.063675880639666,0.6408199153706655,1.5605008146814165,-0.007978328812786884,0.004059156073871755,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,50,0.25,0.7,1.0891462328955321,0.6484035830081881,1.542249343164675,-0.005430524050750826,0.00568281850342044,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,50,0.25,1.0,1.1273517612793318,0.6597790844644722,1.5156588372480426,0.0045402576856791756,0.008118312147743495,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,50,0.5,0.3,1.0382055283837994,0.637028081551904,1.5697895100069017,-0.007246627125022435,0.005136371165102355,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,50,0.5,0.5,1.063675880639666,0.6484035830081881,1.542249343164675,-0.007978328812786884,0.008560618608503965,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,50,0.5,0.7,1.0891462328955321,0.6673627521019948,1.498435441370224,-0.005430524050750826,0.011984866051905515,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,50,0.5,1.0,1.1273517612793318,0.6976974226520855,1.4332860743541274,0.0045402576856791756,0.017121237217007902,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,50,0.75,0.3,1.0382055283837994,0.6559872506457108,1.5244198709893608,-0.007246627125022435,0.007705311146841894,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,50,0.75,0.5,1.063675880639666,0.6825300873770401,1.4651368760064414,-0.007978328812786884,0.01284218524473655,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,50,0.75,0.7,1.0891462328955321,0.7166565917458921,1.395368453339468,-0.005430524050750826,0.017979059342631113,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,50,0.75,1.0,1.1273517612793318,0.7469912622959828,1.3387037445744134,0.0045402576856791756,0.025684370489473054,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,50,1.0,0.3,1.0382055283837994,0.6863219211958014,1.4570421971334777,-0.007246627125022435,0.010284945984886884,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,50,1.0,0.5,1.063675880639666,0.7318239270209375,1.3664488999023805,-0.007978328812786884,0.01714157664147822,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,50,1.0,0.7,1.0891462328955321,0.7849096004835961,1.2740320660925577,-0.005430524050750826,0.023998207298069438,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,50,1.0,1.0,1.1273517612793318,0.8304116063087321,1.204222089868308,0.0045402576856791756,0.034283153282956384,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,51,0.1,0.3,1.0217845499645641,0.7086237646124252,1.411186090473469,0.0037317296650015443,0.0005333505356756063,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,51,0.1,0.5,1.0363075832742736,0.7127436702206369,1.4030289454418305,0.007742401600703267,0.0008889175594593462,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,51,0.1,0.7,1.0508306165839831,0.7127436702206369,1.4030289454418305,0.012971355263632014,0.0012444845832430857,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,51,0.1,1.0,1.0726151665485473,0.7209834814370604,1.3869943289224955,0.02309906399657579,0.0017778351189186921,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,51,0.25,0.3,1.0217845499645641,0.7168635758288486,1.394965560697912,0.0037317296650015443,0.001384244062620006,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,51,0.25,0.5,1.0363075832742736,0.7251033870452721,1.379113679326345,0.007742401600703267,0.002307073437700015,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,51,0.25,0.7,1.0508306165839831,0.7251033870452721,1.379113679326345,0.012971355263632014,0.003229902812780024,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,51,0.25,1.0,1.0726151665485473,0.745702915086331,1.3410166163615287,0.02309906399657579,0.00461414687540003,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,51,0.5,0.3,1.0217845499645641,0.7374631038699075,1.356000042242663,0.0037317296650015443,0.0028471684354093732,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,51,0.5,0.5,1.0363075832742736,0.7539427263027546,1.326360697057031,0.007742401600703267,0.004745280725682299,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,51,0.5,0.7,1.0508306165839831,0.7745422543438135,1.2910851466033866,0.012971355263632014,0.006643393015955223,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,51,0.5,1.0,1.0726151665485473,0.8033815936012959,1.24473850031506,0.02309906399657579,0.009490561451364598,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,51,0.75,0.3,1.0217845499645641,0.7498228206945428,1.3336483931947072,0.0037317296650015443,0.00428706963522102,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,51,0.75,0.5,1.0363075832742736,0.7745422543438135,1.2910851466033866,0.007742401600703267,0.007145116058701714,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,51,0.75,0.7,1.0508306165839831,0.8157413104259312,1.2258788260678621,0.012971355263632014,0.010003162482182408,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,51,0.75,1.0,1.0726151665485473,0.8528204608998372,1.1725797466736072,0.02309906399657579,0.014290232117403427,True,True,True,True,True,True
uniform bias=0.30 frac=1.00,51,1.0,0.3,1.0217845499645641,0.7663024431273899,1.3049677825883692,0.0037317296650015443,0.0058431490306034405,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,51,1.0,0.5,1.0363075832742736,0.8033815936012959,1.24473850031506,0.007742401600703267,0.009738581717672421,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,51,1.0,0.7,1.0508306165839831,0.8487005552916255,1.1782718813661974,0.012971355263632014,0.013634014404741402,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,51,1.0,1.0,1.0726151665485473,0.8940195169819549,1.1185438136471737,0.02309906399657579,0.019477163435344842,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,52,0.1,0.3,1.0209843798737912,0.7086642512656861,1.4111054680887083,-0.005410506504595442,0.0005176645742254207,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,52,0.1,0.5,1.034973966456319,0.7086642512656861,1.4111054680887083,-0.007674973716985507,0.0008627742903757067,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,52,0.1,0.7,1.0489635530388464,0.7129591861218418,1.4026048327387761,-0.008865411230170109,0.0012078840065259872,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,52,0.1,1.0,1.0699479329126378,0.7129591861218418,1.4026048327387761,-0.008637261813936748,0.0017255485807514132,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,52,0.25,0.3,1.0209843798737912,0.7172541209779975,1.3942060014050113,-0.005410506504595442,0.001340729964406347,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,52,0.25,0.5,1.034973966456319,0.7258439906903088,1.377706522098443,-0.007674973716985507,0.0022345499406772598,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,52,0.25,0.7,1.0489635530388464,0.7301389255464644,1.3696023660860994,-0.008865411230170109,0.003128369916948157,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,52,0.25,1.0,1.0699479329126378,0.7344338604026202,1.3615929955241923,-0.008637261813936748,0.0044690998813545196,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,52,0.5,0.3,1.0209843798737912,0.7430237301149314,1.3458520360383637,-0.005410506504595442,0.0026473287172326097,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,52,0.5,0.5,1.034973966456319,0.7602034695395542,1.3154373007606603,-0.007674973716985507,0.004412214528721045,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,52,0.5,0.7,1.0489635530388464,0.7687933392518655,1.300739677288474,-0.008865411230170109,0.006177100340209449,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,52,0.5,1.0,1.0699479329126378,0.7773832089641769,1.2863668631747893,-0.008637261813936748,0.008824429057442086,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,52,0.75,0.3,1.0209843798737912,0.7559085346833986,1.322911376333164,-0.005410506504595442,0.0039734326994259606,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,52,0.75,0.5,1.034973966456319,0.7773832089641769,1.2863668631747893,-0.007674973716985507,0.006622387832376644,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,52,0.75,0.7,1.0489635530388464,0.7988578832449552,1.2517871087883703,-0.008865411230170109,0.009271342965327282,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,52,0.75,1.0,1.0699479329126378,0.8117426878134223,1.2319174721409358,-0.008637261813936748,0.013244775664753284,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,52,1.0,0.3,1.0209843798737912,0.7644984043957098,1.3080472035653758,-0.005410506504595442,0.0053184708827791576,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,52,1.0,0.5,1.034973966456319,0.7859730786764881,1.272308208932442,-0.007674973716985507,0.008864118137965319,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,52,1.0,0.7,1.0489635530388464,0.8117426878134223,1.2319174721409358,-0.008865411230170109,0.012409765393151423,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,52,1.0,1.0,1.0699479329126378,0.8375122969503563,1.194012319151984,-0.008637261813936748,0.017728236275930637,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,53,0.1,0.3,1.0456894525208784,0.5949118465821219,1.680921309174097,0.012296282602494005,0.0010594927570529928,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,53,0.1,0.5,1.0761490875347974,0.5949118465821219,1.680921309174097,0.026559748986760934,0.0017658212617549887,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,53,0.1,0.7,1.1066087225487165,0.6073925146922363,1.6463818302184652,0.045675971090444786,0.0024721497664569854,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,53,0.1,1.0,1.1522981750695949,0.6157129600989792,1.6241334271074048,0.0834492212198768,0.0035316425235099773,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,53,0.25,0.3,1.0456894525208784,0.6032322919888649,1.6577361876682475,0.012296282602494005,0.002742352923860325,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,53,0.25,0.5,1.0761490875347974,0.6073925146922363,1.6463818302184652,0.026559748986760934,0.004570588206433879,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,53,0.25,0.7,1.1066087225487165,0.6240334055057222,1.602478314745973,0.045675971090444786,0.006398823489007433,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,53,0.25,1.0,1.1522981750695949,0.6531549644293226,1.5310302370184452,0.0834492212198768,0.009141176412867758,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,53,0.5,0.3,1.0456894525208784,0.6323538509124652,1.581393073762473,0.012296282602494005,0.0055386588004715425,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,53,0.5,0.5,1.0761490875347974,0.6573151871326941,1.5213401722271893,0.026559748986760934,0.00923109800078591,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,53,0.5,0.7,1.1066087225487165,0.7113980822765233,1.4056827322333094,0.045675971090444786,0.012923537201100281,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,53,0.5,1.0,1.1522981750695949,0.7530003093102382,1.328020702828154,0.0834492212198768,0.01846219600157182,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,53,0.75,0.3,1.0456894525208784,0.6448345190225797,1.5507854658831992,0.012296282602494005,0.008316903853202568,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,53,0.75,0.5,1.0761490875347974,0.682276523352923,1.4656813854383897,0.026559748986760934,0.013861506422004292,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,53,0.75,0.7,1.1066087225487165,0.7530003093102382,1.328020702828154,0.045675971090444786,0.019406108990806015,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,53,0.75,1.0,1.1522981750695949,0.8237240952675534,1.2139987232924034,0.0834492212198768,0.027723012844008584,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,53,1.0,0.3,1.0456894525208784,0.6489947417259511,1.5408445334095893,0.012296282602494005,0.011000621708382452,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,53,1.0,0.5,1.0761490875347974,0.7197185276832663,1.389432064808647,0.026559748986760934,0.018334369513970775,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,53,1.0,0.7,1.1066087225487165,0.8029229817506959,1.2454494674191499,0.045675971090444786,0.02566811731955909,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,53,1.0,1.0,1.1522981750695949,0.9027683266316116,1.1077039042022852,0.0834492212198768,0.03666873902794155,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,54,0.1,0.3,1.032985244934094,0.6429274050757426,1.5553855569155448,-0.007074286070111187,0.0007968320774368504,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,54,0.1,0.5,1.0549754082234901,0.6429274050757426,1.5553855569155448,-0.009044419834454368,0.0013280534623947564,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,54,0.1,0.7,1.076965571512886,0.655616761754869,1.5252813203300828,-0.008817708039546119,0.0018592748473526563,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,54,0.1,1.0,1.1099508164469802,0.6598465473145779,1.5155038759689925,-0.004358554923587092,0.002656106924789512,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,54,0.25,0.3,1.032985244934094,0.6598465473145779,1.5155038759689925,-0.007074286070111187,0.00204896723682447,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,54,0.25,0.5,1.0549754082234901,0.6640763328742867,1.5058509850392539,-0.009044419834454368,0.0034149453947074637,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,54,0.25,0.7,1.076965571512886,0.6894550462325398,1.4504208874304465,-0.008817708039546119,0.004780923552590443,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,54,0.25,1.0,1.1099508164469802,0.6979146173519575,1.4328400281888654,-0.004358554923587092,0.006829890789414927,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,54,0.5,0.3,1.032985244934094,0.6767656895534133,1.4776162790697676,-0.007074286070111187,0.0041356492190242015,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,54,0.5,0.5,1.0549754082234901,0.685225260672831,1.4593741027849556,-0.009044419834454368,0.0068927486983736954,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,54,0.5,0.7,1.076965571512886,0.7190635451505016,1.3906976744186048,-0.008817708039546119,0.009649848177723162,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,54,0.5,1.0,1.1099508164469802,0.7486720440684634,1.3356983313625017,-0.004358554923587092,0.013785497396747391,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,54,0.75,0.3,1.032985244934094,0.6936848317922486,1.4415768576290415,-0.007074286070111187,0.006245972251419935,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,54,0.75,0.5,1.0549754082234901,0.7190635451505016,1.3906976744186048,-0.009044419834454368,0.010409953752366601,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,54,0.75,0.7,1.076965571512886,0.76136140074759,1.31343669250646,-0.008817708039546119,0.014573935253313228,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,54,0.75,1.0,1.1099508164469802,0.8036592563446783,1.2443084455324358,-0.004358554923587092,0.020819907504733202,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,54,1.0,0.3,1.032985244934094,0.7021444029116662,1.424208461753993,-0.007074286070111187,0.00816196473969018,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,54,1.0,0.5,1.0549754082234901,0.731752901829628,1.3665815297755077,-0.009044419834454368,0.013603274566150354,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,54,1.0,0.7,1.076965571512886,0.7782805429864252,1.2848837209302326,-0.008817708039546119,0.01904458439261047,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,54,1.0,1.0,1.1099508164469802,0.837497540822349,1.1940333568240546,-0.004358554923587092,0.02720654913230071,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,55,0.1,0.3,1.0230826446280992,0.6900826446280991,1.4491017964071857,0.00010502804886092905,0.0006453325422903619,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,55,0.1,0.5,1.0384710743801653,0.6900826446280991,1.4491017964071857,0.0015848113998150994,0.001075554237150603,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,55,0.1,0.7,1.0538595041322314,0.6942148760330579,1.4404761904761905,0.004192406472139993,0.0015057759320108444,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,55,0.1,1.0,1.0769421487603306,0.6983471074380164,1.4319526627218937,0.010218446058197807,0.002151108474301206,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,55,0.25,0.3,1.0230826446280992,0.6942148760330579,1.4404761904761905,0.00010502804886092905,0.0014899491876487583,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,55,0.25,0.5,1.0384710743801653,0.6942148760330579,1.4404761904761905,0.0015848113998150994,0.0024832486460812635,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,55,0.25,0.7,1.0538595041322314,0.7024793388429751,1.4235294117647062,0.004192406472139993,0.0034765481045137686,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,55,0.25,1.0,1.0769421487603306,0.7107438016528925,1.4069767441860466,0.010218446058197807,0.004966497292162526,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,55,0.5,0.3,1.0230826446280992,0.6983471074380164,1.4319526627218937,0.00010502804886092905,0.0030535257865393598,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,55,0.5,0.5,1.0384710743801653,0.7024793388429751,1.4235294117647062,0.0015848113998150994,0.0050892096442322655,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,55,0.5,0.7,1.0538595041322314,0.7107438016528925,1.4069767441860466,0.004192406472139993,0.007124893501925173,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,55,0.5,1.0,1.0769421487603306,0.7355371900826445,1.359550561797753,0.010218446058197807,0.010178419288464531,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,55,0.75,0.3,1.0230826446280992,0.7066115702479338,1.4152046783625734,0.00010502804886092905,0.004558322249838782,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,55,0.75,0.5,1.0384710743801653,0.7190082644628099,1.3908045977011496,0.0015848113998150994,0.007597203749731301,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,55,0.75,0.7,1.0538595041322314,0.731404958677686,1.3672316384180792,0.004192406472139993,0.010636085249623823,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,55,0.75,1.0,1.0769421487603306,0.768595041322314,1.3010752688172043,0.010218446058197807,0.015194407499462602,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,55,1.0,0.3,1.0230826446280992,0.7190082644628099,1.3908045977011496,0.00010502804886092905,0.0060403749272765015,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,55,1.0,0.5,1.0384710743801653,0.7355371900826445,1.359550561797753,0.0015848113998150994,0.010067291545460835,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,55,1.0,0.7,1.0538595041322314,0.7561983471074379,1.3224043715846996,0.004192406472139993,0.01409420816364517,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,55,1.0,1.0,1.0769421487603306,0.8057851239669421,1.241025641025641,0.010218446058197807,0.02013458309092167,True,True,False,True,False,True
uniform bias=0.30 frac=0.10,56,0.1,0.3,1.0307585667344703,0.6612647249480297,1.5122536591961597,0.015535363576897117,0.0008329228948060056,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,56,0.1,0.5,1.051264277890784,0.6612647249480297,1.5122536591961597,0.02911888694481437,0.001388204824676678,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,56,0.1,0.7,1.0717699890470975,0.6728658604734337,1.4861803202445019,0.04528370176605357,0.0019434867545473503,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,56,0.1,1.0,1.1025285557815678,0.6844669959988376,1.4609908232912054,0.07437084547289138,0.002776409649353356,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,56,0.25,0.3,1.0307585667344703,0.668998815298299,1.4947709579337765,0.015535363576897117,0.0020500786596875245,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,56,0.25,0.5,1.051264277890784,0.680599950823703,1.4692919075144508,0.02911888694481437,0.0034167977661458794,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,56,0.25,0.7,1.0717699890470975,0.6960681315242417,1.436640976236352,0.04528370176605357,0.004783516872604234,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,56,0.25,1.0,1.1025285557815678,0.7192704025750498,1.390297718938405,0.07437084547289138,0.006833595532291759,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,56,0.5,0.3,1.0307585667344703,0.6844669959988376,1.4609908232912054,0.015535363576897117,0.004182695467774942,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,56,0.5,0.5,1.051264277890784,0.7115363122247804,1.4054096506659963,0.02911888694481437,0.006971159112958247,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,56,0.5,0.7,1.0717699890470975,0.7347385832755885,1.3610282932765438,0.04528370176605357,0.00975962275814155,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,56,0.5,1.0,1.1025285557815678,0.7811431253772047,1.2801751273393234,0.07437084547289138,0.013942318225916489,True,True,False,True,False,True
uniform bias=0.30 frac=0.75,56,0.75,0.3,1.0307585667344703,0.6999351766993763,1.4287037332737202,0.015535363576897117,0.0062716055605150185,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,56,0.75,0.5,1.051264277890784,0.7270044929253191,1.375507317673103,0.02911888694481437,0.010452675934191715,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,56,0.75,0.7,1.0717699890470975,0.7656749446766659,1.3060372511239564,0.04528370176605357,0.014633746307868407,True,True,False,True,False,False
uniform bias=0.30 frac=0.75,56,0.75,1.0,1.1025285557815678,0.8391488030042248,1.1916837590900613,0.07437084547289138,0.02090535186838343,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,56,1.0,0.3,1.0307585667344703,0.7192704025750498,1.390297718938405,0.015535363576897117,0.008472959180317093,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,56,1.0,0.5,1.051264277890784,0.7695419898518006,1.2994742498620269,0.02911888694481437,0.014121598633861844,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,56,1.0,0.7,1.0717699890470975,0.8120794867782819,1.2314065510597303,0.04528370176605357,0.01977023808740659,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,56,1.0,1.0,1.1025285557815678,0.9048885709815141,1.1051084432587324,0.07437084547289138,0.028243197267723688,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,57,0.1,0.3,1.0409328527566413,0.6128391106364675,1.6317496430040903,0.012454985972892517,0.0011209282087774831,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,57,0.1,0.5,1.0682214212610688,0.6128391106364675,1.6317496430040903,0.025770775413371094,0.0018682136812958057,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,57,0.1,0.7,1.0955099897654963,0.6167178391847996,1.6214870666329952,0.04309653722069006,0.002615499153814128,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,57,0.1,1.0,1.1364428425221376,0.6322327533781279,1.5816959729732898,0.07660387811949386,0.0037364273625916113,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,57,0.25,0.3,1.0409328527566413,0.6283540248297959,1.5914595283620139,0.012454985972892517,0.0028064179167149616,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,57,0.25,0.5,1.0682214212610688,0.6438689390231241,1.5531111059918448,0.025770775413371094,0.004677363194524936,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,57,0.25,0.7,1.0955099897654963,0.6516263961197882,1.5346216880633705,0.04309653722069006,0.00654830847233491,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,57,0.25,1.0,1.1364428425221376,0.6748987674097806,1.4817036988198062,0.07660387811949386,0.009354726389049873,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,57,0.5,0.3,1.0409328527566413,0.6516263961197882,1.5346216880633705,0.012454985972892517,0.005559395062497307,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,57,0.5,0.5,1.0682214212610688,0.6787774959581128,1.4732368205408357,0.025770775413371094,0.00926565843749551,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,57,0.5,0.7,1.0955099897654963,0.7059285957964373,1.4165738659046496,0.04309653722069006,0.012971921812493716,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,57,0.5,1.0,1.1364428425221376,0.7524733383764222,1.328950740178589,0.07660387811949386,0.01853131687499102,True,True,False,True,False,True
uniform bias=0.30 frac=1.00,57,1.0,0.3,1.0409328527566413,0.6787774959581128,1.4732368205408357,0.012454985972892517,0.010952374366425294,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,57,1.0,0.5,1.0682214212610688,0.7563520669247542,1.3221356081776732,0.025770775413371094,0.01825395727737549,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,57,1.0,0.7,1.0955099897654963,0.7990180809564069,1.2515361339545936,0.04309653722069006,0.025555540188325686,True,True,False,True,False,False
uniform bias=0.30 frac=1.00,57,1.0,1.0,1.1364428425221376,0.907622480309705,1.1017796734813943,0.07660387811949386,0.03650791455475098,True,True,True,True,True,True
uniform bias=0.30 frac=0.10,58,0.1,0.3,1.0228994728740028,0.6950677178087729,1.4387087392758473,-0.008022306695885316,0.000548496566618296,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,58,0.1,0.5,1.0381657881233382,0.6950677178087729,1.4387087392758473,-0.011888972995316122,0.0009141609443638284,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,58,0.1,0.7,1.0534321033726735,0.6991805445413692,1.4302457466918714,-0.014570408763152682,0.0012798253221093605,True,True,False,True,False,False
uniform bias=0.30 frac=0.10,58,0.1,1.0,1.0763315762466763,0.7032933712739655,1.4218817364772993,-0.016370255168168493,0.0018283218887276559,True,True,False,True,False,True
uniform bias=0.30 frac=0.25,58,0.25,0.3,1.0228994728740028,0.6991805445413692,1.4302457466918714,-0.008022306695885316,0.0014609104109356986,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,58,0.25,0.5,1.0381657881233382,0.7032933712739655,1.4218817364772993,-0.011888972995316122,0.002434850684892836,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,58,0.25,0.7,1.0534321033726735,0.7115190247391581,1.4054437973272726,-0.014570408763152682,0.0034087909588499735,True,True,False,True,False,False
uniform bias=0.30 frac=0.25,58,0.25,1.0,1.0763315762466763,0.7238575049369469,1.3814873689637397,-0.016370255168168493,0.004869701369785672,True,True,False,True,False,True
uniform bias=0.30 frac=0.50,58,0.5,0.3,1.0228994728740028,0.7115190247391581,1.4054437973272726,-0.008022306695885316,0.002988088956614443,True,True,False,True,False,False
uniform bias=0.30 frac=0.50,58,0.5,0.5,1.0381657881233382,0.7197446782043506,1.3893815825006754,-0.011888972995316122,0.004980148261024083,True,True,False,True,False,False
